,name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3,cluster,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
10,Thiriku AA Kenya,PT's Coffee Roasting,Medium,United States,Central Kenya,Sidama (Also Sidamo) Growing Region,7.2,95,November 2017,"Intense; deep, spice-complicated sweetness. Black currant, baker’s chocolate, peppercorn medley, black sage, a hint of lush lily in aroma and cup. Balanced and lively in structure: sweetly tart with a savory edge. Plush, silky mouthfeel. Chocolate moves forward in a resonant, long, lively finish.","Produced by the Thiriku Coffee Growers Cooperative Society from trees of the SL-28, SL-34 and Ruiru varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. AA is the highest grade of Kenya coffee based on bean size and freedom from imperfections. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.","Mysterious and extraordinary in the Kenya style: simultaneously sweet, savory, tart and entirely and grandly vibrant.",0,0.7374027732381238,-0.984944579457413,-0.13183681339658815,-0.07115907163822457,0.07260790392066532,0.03940179731631955,-0.07965744889301377,0.04412059302925446,-0.025318169443638065,-0.14088254645126935
11,Ethiopia Natural Yirgacheffe Tore,Kakalove Cafe,Medium-Light,Taiwan,Tore Village,Yirgacheffe Growing Region,3.89,93,November 2017,"Deeply crisp, lushly floral. Rose, almond, dark chocolate, lime zest, peppermint in aroma and cup. Tartly sweet with a clear savory edge in structure; plump, juicy mouthfeel. Finish is complex and resonant in the short, consolidating around a fading lime and mint in the long. ","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information","An intense cup, zesty but juicy, alive with rose-like flowers, mint and lime.",5,-0.3805206979485698,-0.2799197773260528,-0.10715280381754894,-0.03306993336868012,-0.0019416682156017592,0.00472964423960855,-0.19167222919201393,-0.06471499238832164,-0.08336241439660821,-0.11775776543661402
12,Direct Fair Trade Espresso,Level Ground Trading,Medium-Light,Canada,Africa,South America,2.82,92,November 2017,"Evaluated as espresso. Intrigungly complex, balanced. Dark chocolate, molasses, cedar, narcissus, date in aroma and small cup. Satiny-smooth body; sweetly cocoa-toned finish. In three parts milk, floral and cocoa tones lead in the short, while hints of rich date resurface in the long.","Coffees in this blend are all fully wet-processed or “washed” and certified organically grown in both Canada and the U.S. Since 1997, Level Ground Trading has been an importer and roaster based in Victoria, Canada, focused on direct trade with small-scale producers in developing countries and on marketing their products throughout North America. Visit www.levelground.com or call 888-565-6633 for more information.",A solid espresso blend equally pleasing as a straight shot and in milk.,18,-0.9192514840102538,0.11213345622509063,-0.17072581918654878,-0.097661122011343,-0.11874109588139806,0.03830747577960924,0.08216182836807046,0.5097576196948163,-0.010426570670489719,0.035366031032996674
13,Decaf Ethiopia Sidamo,Old Soul Co.,Medium,United States,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,5.73,90,November 2017,"Surprising and melodic, delicate yet vivid. Lilac and lemon blossom, fresh sweet grass, honey, moist pipe tobacco, fresh-cut elm in aroma and cup. In structure subtly and sweetly tart. Very light, silky mouthfeel. Unexpectedly rich and flavor-saturated in the finish: pipe tobacco, honey, lemon blossom.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.  Decaffeinated at the Descamex plant in Mexico by the “Mountain Water Process” which does not involve use of solvents. Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.","This very light-roasted decaffeinated coffee may suggest a fine, complex Chinese black tea in some respects, though it ultimately enforces its coffee identity with its tart structure and light-footed authority. Oddly idiosyncratic in its aromatics, but quite free of the disturbing wood notes characteristic of many decaffeinated coffees.",13,-1.613333675080712,1.1575078968755845,0.18639917280136994,0.7549978801268843,0.09328300189766882,-0.07864410320858467,0.11604628169062517,0.06636064585508646,-0.25358372782816907,-0.10338186739626737
14,Ethiopia Yirgacheffe Washed G1,A.R.C.,Medium-Light,Hong Kong,Yirgacheffe Growing Region,Southern Ethiopia,6.87,92,November 2017,"Delicate, gently tart, spice-toned. Pomegranate, cocoa powder, lemon blossom, white peppercorn, hazelnut in aroma and cup. Lively, quietly complex structure; crisp, buoyant mouthfeel. The finish leads with gently drying notes of hazelnut and white peppercorn in the short and segues to cocoa-toned citrus blossoms in the long. ","Produced in Yirgacheffe, a coffee region in southern Ethiopia that produces particularly distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity. Like virtually all Yirgacheffe coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.",A cup with a fine-tea-like appeal in its subtle complexity and spice-toned presentation.,9,-0.6522027308278133,0.3129034703613434,0.1766214585500281,1.261747360484084,-0.01263480283641469,-0.027621998749861053,0.2179989800366221,-0.040225065910252294,-0.18776892170570156,0.04998155906569921
15,Ethiopia Yirgacheffe Natural G1,A.R.C.,Medium-Light,Hong Kong,Yirgacheffe Growing Region,Southern Ethiopia,6.87,91,November 2017,"Rich, sweet-toned, balanced. Nougat, pink peppercorn, lemongrass, roasted cacao nib, tea rose in aroma and cup. Floral-toned, bittersweet structure; delicate, satiny mouthfeel. Notes of aromatic wood and spice-toned florals carry the gently drying finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html",A crisply bittersweet cup that leads with spicy florals and sweet herb notes.,9,-1.1070211540573869,0.7588870240664917,0.19012261334041636,1.2701725693101857,0.0068163535341876965,-0.053106545993494986,0.24084982260250876,0.00905355634805348,-0.1894017479620491,0.042167733540193625
16,“Fruity” Espresso Blend,A.R.C.,Medium-Light,Hong Kong,Ethiopia,Kenya,11.45,95,November 2017,"Evaluated as espresso. Subtle and enveloping, richly sweet-toned. Jasmine, roasted cacao nib, passionfruit, sandalwood, nougat in aroma and small cup.  Delicate, silky mouthfeel; cocoa- and sandalwood-toned finish with notes of passionfruit carrying into the long. In three parts milk, passionfruit and jasmine harmonize with cocoa and a pleasing aromatic wood.","An espresso blend comprised of coffees from Ethiopia, Kenya and the Yunnan Province of China. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.","Rich, sweet, elegant and cocoa-laden, this espresso blend is nougat-like in the straight shot and fruit- and floral-toned in milk.",0,0.9655148258258393,-0.7268092408282358,-0.28279560564602735,-0.16089161732269555,-0.2565952433138982,0.11865477135683447,0.2376824103976448,0.7960268963282896,0.09323892995530879,-0.1966757143189918
17,Decaf Colombia Select,Bootstrap Coffee Roasters,Medium-Light,United States,Colombia,Ethiopia,4.41,87,November 2017,"Sweet, delicate, floral and wood-toned. Fresh-cut fir, demerara sugar, orange zest, faint rose-like flowers in aroma and cup. Gently bittersweet structure; very lightly syrupy mouthfeel. Flavor consolidates but persists in a round, sweet-toned finish.","Produced from trees of the Caturra and Castillo varieties of Arabica and decaffeinated at origin using ethyl acetate, a natural solvent derived from sugar cane. Bootstrap is the definition of a quality dedicated nano-roaster, with every bag carefully prepared by the roaster himself. Visit www.bootstrapcoffeeroasters.com for more information.","Those who value a gently zesty sweetness should enjoy this delicate decaf cup. Easy on the palate, easy on the nervous system.",7,-3.0801368469327968,2.4694927342252266,0.027806238808789685,0.01695163741731374,0.1416730671018491,-0.05882926153105799,-0.1196433710859294,0.31746070805759247,-0.043069981755604766,-0.1551517184314262
18,Ethiopia Awassa,Paradise Roasters,Medium-Light,United States,Yirgacheffe,Ethiopia,5.28,93,November 2017,"Crisply sweet, multi-faceted. Candied violet, dark chocolate, pungent juniper wood, grapefruit zest, mango in aroma and cup. Sweetly tart structure with juicy acidity; satiny mouthfeel. The resonant finish centers around mango and violet in the short and dark chocolate in the long, with a hint of aromatic wood.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An engaging, confident Ethiopia cup with layered intrigue: flowers, fruit, aromatic wood.",5,-0.3019425089297666,-0.20618591272098902,0.022245175517856947,0.02743012570950626,0.07006110466255873,-0.0056665484910873466,-0.20918472175554542,0.07748122456487179,0.029074771935196378,-0.19145530184955006
19,100% Kona SL-28,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,33.05,97,November 2017,"Spectacularly sweet and hugely aromatic. Meyer lemon marmalade, cedar, pistachio, guava, jasmine in aroma and cup. Crisply sweet/tart and massively juicy in structure; plush, buoyant mouthfeel. The juicy structure and complex aromatics persist in a long, lingering finish.   ","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2017.  Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced entirely from trees of the distinguished SL-28 variety of Arabica, the most celebrated of the Bourbon-derived tree varieties responsible for Kenya’s finest coffees. This SL-28 was grown at the higher elevation Hula Daddy farm and processed with the ferment step conducted “dry” (no water added to the tank) using a commercial yeast. It is a limited edition coffee only available for sale through the allocation list on the Hula Daddy website. Visit www.huladaddy.com or call 888-553-2339 for more information.",Coffee simply doesn’t get much better than this. Transcendently classic.,8,3.2607307306731395,-0.26198873978049597,-0.15096223226956984,-0.08988823097729663,-0.10007780412847354,0.08635453650216304,-0.12102108431991399,0.08528147975811494,-0.16125109210790206,-0.13993451592548825
20,Kenya Kirinyaga Mukangu AB,Kakalove Cafe,Medium-Light,Taiwan,Kirinyaga District,South-Central Kenya,4.6,95,November 2017,"Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones; crisp, velvety mouthfeel. The cocoa-toned finish leads with spicy florals and tropical fruit in the short, grounded by pleasing notes of toasted barley in the long.","Produced from trees of the admired SL-28 and SL-34. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A Kenya that covers all the bases: sweet-tart fruit, savory depth, spicy florals and cocoa.",3,0.5798156213606068,-1.1917592752716961,-0.22597165278791345,-0.1483915666371194,0.8673339376254441,-0.0103318555229752,0.3072783841945781,0.007041497617596545,0.0224282835427633,0.03175733964084204
21,Kenya Nyeri Othaya Gatugi Red Cherry Project AA,Jackrabbit Java,Medium-Dark,United States,Nyeri Growing Region,South-Central Kenya,5.29,92,November 2017,"Sweetly pungent, gently roasty. Scorched cedar, dark chocolate, plum, lavender, lime zest in aroma and cup. Complex in structure: sweetly tart with a roasty, savory depth. Light, satiny mouthfeel. Lemon zest, dark chocolate, plum carry into a rich though drying finish.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This coffee is the result of a partnership between the Othaya and Aguthi Cooperatives and Royal Coffee, intended to create a methodology for isolating and enhancing the highest quality coffees coming from these cooperatives. Produced from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. AA is the highest grade of Kenya coffee based on bean size and freedom from physical imperfections. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",A darker roast develops a savory-toned chocolate to complement a zesty citrus in this pleasingly contradictory Kenya.,3,-0.7361092873039894,0.19003552211772548,-0.20012482077150134,-0.14868535834289223,1.2216930427705157,-0.0700705714994452,0.5042283172443635,0.08334056284600806,0.03680852637415262,0.1186792224353268
22,Ethiopia Washed Yirgacheffe Adado,Kakalove Cafe,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,3.89,95,November 2017,"Elegant, deep, sweetly savory. Jasmine, sandalwood, plum, nutella-like nut and cocoa, tangerine zest in aroma and cup. High-toned, balanced structure with citrusy acidity; syrupy-smooth mouthfeel. The finish is long, resonant and flavor-saturated, carrying through on the promise of the cup.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A bright, lively, juicy washed Yirgacheffe coffee: classic in structure and style.",0,0.5172841475776192,-1.2236181367808532,0.08197635052995132,1.247879540690914,-0.16386160075792988,0.0072030529103981784,0.28920367433532607,0.09937353470002035,-0.16097713770091227,0.10522949881464934
23,Outbound Espresso,Propeller Coffee,Medium-Light,Canada,Mexico,Ethiopia,3.98,93,November 2017,"Evaluated as espresso. Balanced, deeply and sweetly pungent. Honeysuckle, cashew, baker’s chocolate, cedar, caramel in aroma and small cup. Satiny mouthfeel; crisp, resonant finish that leads with baker’s chocolate in the short, rounding to nut-toned florals in the long. In three-parts milk, full and expressive of cashew butter, baker’s chocolate and honeysuckle. ","A blend of coffees from Mexico, Ethiopia and Brazil. Propeller is a Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees. Visit www.propellercoffee.com or call 416-479-3771 for more information.","An espresso blend that offers both high-toned florals and low-toned nut and chocolate notes, integrated by a consistent caramel throughline.",10,-0.39703149921690634,-0.26486935793702365,-0.2116516341707749,-0.10361445588562725,-0.1856735378582793,0.07825198439963889,0.047599519131934644,0.6802145516148607,-0.01714875091575425,-0.09740959983321648
